,entryId,4161,4160,4168,4169,4170,4174,4175,4176,4173,4172,4171,4167,4166,4165,4159,4164,4163,4162
41,36994,42.0,40.0,39.0,73.0,74.0,71.0,71.0,73.0,35.0,39.0,42.0,33.0,65.0,44.0,53.0,50.0,49.0,51.0
42,36990,43.0,41.0,53.0,42.0,44.0,48.0,43.0,49.0,46.0,47.0,45.0,42.0,42.0,50.0,48.0,40.0,37.0,42.0
43,37006,44.0,43.0,49.0,49.0,47.0,42.0,41.0,39.0,42.0,41.0,51.0,39.0,43.0,45.0,51.0,45.0,47.0,44.0
44,36973,45.0,42.0,42.0,43.0,50.0,70.0,69.0,69.0,58.0,40.0,35.0,38.0,69.0,68.0,42.0,56.0,,
45,36974,46.0,53.0,46.0,44.0,66.0,49.0,52.0,51.0,48.0,52.0,54.0,48.0,47.0,49.0,41.0,30.0,39.0,33.0
46,36997,47.0,44.0,55.0,53.0,53.0,52.0,50.0,45.0,54.0,54.0,53.0,52.0,52.0,47.0,54.0,49.0,53.0,45.0
47,36991,48.0,45.0,48.0,72.0,72.0,,,,,,,,,,,,,
48,36970,49.0,55.0,43.0,41.0,41.0,43.0,40.0,41.0,39.0,34.0,44.0,46.0,35.0,30.0,38.0,32.0,34.0,36.0
49,36999,50.0,46.0,50.0,50.0,38.0,40.0,42.0,33.0,49.0,42.0,47.0,45.0,70.0,71.0,45.0,46.0,45.0,38.0
50,36977,51.0,39.0,73.0,45.0,42.0,44.0,70.0,70.0,41.0,36.0,43.0,44.0,39.0,32.0,47.0,39.0,46.0,39.0
51,36976,52.0,56.0,56.0,56.0,55.0,54.0,56.0,57.0,56.0,60.0,63.0,56.0,58.0,59.0,55.0,52.0,52.0,48.0
52,36989,53.0,50.0,41.0,39.0,46.0,46.0,44.0,52.0,45.0,44.0,48.0,41.0,71.0,70.0,52.0,44.0,36.0,67.0
53,37004,54.0,52.0,44.0,40.0,33.0,38.0,36.0,35.0,38.0,31.0,27.0,36.0,38.0,29.0,35.0,38.0,42.0,41.0
54,36984,55.0,51.0,47.0,38.0,37.0,39.0,38.0,40.0,44.0,43.0,41.0,40.0,41.0,42.0,50.0,43.0,43.0,43.0
55,36995,56.0,54.0,52.0,51.0,51.0,36.0,46.0,48.0,52.0,51.0,49.0,49.0,50.0,52.0,34.0,42.0,35.0,30.0
56,36993,57.0,57.0,45.0,52.0,45.0,47.0,47.0,42.0,50.0,45.0,50.0,47.0,48.0,48.0,44.0,37.0,41.0,35.0
57,37001,58.0,58.0,59.0,55.0,49.0,53.0,51.0,46.0,53.0,50.0,36.0,51.0,46.0,51.0,46.0,47.0,50.0,49.0
58,37003,59.0,59.0,58.0,61.0,54.0,51.0,49.0,66.0,61.0,56.0,57.0,59.0,53.0,54.0,58.0,55.0,54.0,50.0
59,37012,60.0,60.0,60.0,57.0,58.0,55.0,55.0,53.0,57.0,55.0,55.0,54.0,51.0,41.0,57.0,51.0,56.0,52.0
60,37002,61.0,61.0,57.0,54.0,48.0,50.0,48.0,47.0,55.0,48.0,40.0,53.0,45.0,38.0,49.0,48.0,51.0,46.0
61,37010,62.0,62.0,67.0,63.0,57.0,56.0,54.0,50.0,59.0,53.0,52.0,55.0,49.0,39.0,56.0,53.0,55.0,53.0
62,37008,63.0,63.0,62.0,59.0,61.0,58.0,53.0,55.0,63.0,65.0,59.0,60.0,54.0,56.0,60.0,57.0,57.0,56.0
63,37013,64.0,64.0,61.0,67.0,63.0,62.0,62.0,62.0,68.0,61.0,68.0,63.0,62.0,63.0,65.0,64.0,63.0,61.0
64,37011,65.0,65.0,66.0,64.0,60.0,63.0,60.0,58.0,65.0,57.0,62.0,62.0,56.0,58.0,66.0,62.0,62.0,59.0
65,37007,66.0,66.0,65.0,62.0,59.0,59.0,58.0,61.0,64.0,59.0,61.0,61.0,59.0,53.0,62.0,61.0,61.0,55.0
66,36998,67.0,67.0,74.0,74.0,73.0,72.0,72.0,71.0,66.0,63.0,64.0,64.0,60.0,57.0,64.0,60.0,60.0,57.0
67,37005,68.0,68.0,64.0,58.0,69.0,73.0,73.0,72.0,67.0,66.0,58.0,68.0,61.0,61.0,63.0,58.0,59.0,54.0
68,36979,69.0,70.0,63.0,65.0,62.0,60.0,59.0,60.0,62.0,64.0,60.0,57.0,57.0,60.0,61.0,63.0,64.0,60.0
69,37015,70.0,69.0,68.0,60.0,56.0,61.0,57.0,56.0,60.0,58.0,56.0,58.0,55.0,55.0,59.0,59.0,58.0,58.0
70,37009,71.0,71.0,70.0,68.0,65.0,65.0,64.0,64.0,71.0,69.0,67.0,67.0,64.0,64.0,68.0,65.0,65.0,63.0
71,36992,72.0,72.0,69.0,66.0,64.0,64.0,63.0,59.0,72.0,67.0,,,,,,,,
72,37000,73.0,73.0,72.0,70.0,68.0,67.0,66.0,63.0,70.0,68.0,66.0,65.0,63.0,62.0,69.0,66.0,67.0,65.0
73,37014,74.0,74.0,71.0,69.0,67.0,66.0,65.0,65.0,69.0,70.0,69.0,66.0,66.0,69.0,67.0,67.0,66.0,64.0
74,36961,,,,,,,,,,,,,,,,,,
